정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,Coordinates,Within 1km
CAB285000350,신도브래뉴2차아파트,36.77458129,127.21137908,2023-10-16,350.0,34010,충청남도 천안시,천안,"(36.77458129, 127.21137908)",No
CAB285000351,신도2차아파트,36.77435193,127.21147329,2023-10-16,351.0,34010,충청남도 천안시,천안,"(36.77435193, 127.21147329)",No
CAB285000352,신도브래뉴1차아파트,36.77616048,127.21641466,2023-10-16,352.0,34010,충청남도 천안시,천안,"(36.77616048, 127.21641466)",No
CAB285000353,신도브래뉴1차 아파트,36.7759193,127.2172371,2023-10-16,353.0,34010,충청남도 천안시,천안,"(36.7759193, 127.2172371)",No
CAB285000356,연합초원아파트,36.77067294,127.23063408,2023-10-16,356.0,34010,충청남도 천안시,천안,"(36.77067294, 127.23063408)",No
CAB285000357,목천IC,36.77005464,127.23150073,2023-10-16,357.0,34010,충청남도 천안시,천안,"(36.77005464, 127.23150073)",No
CAB285000358,연춘리,36.77006964,127.25069408,2023-10-16,358.0,34010,충청남도 천안시,천안,"(36.77006964, 127.25069408)",No
CAB285000359,연춘리,36.7697706,127.2512138,2023-10-16,359.0,34010,충청남도 천안시,천안,"(36.7697706, 127.2512138)",No
CAB285000360,상동리,36.770223,127.2603872,2023-10-16,360.0,34010,충청남도 천안시,천안,"(36.770223, 127.2603872)",No
CAB285001361,대영한아름아파트,36.9044669,127.1126042,2023-10-16,1361.0,34010,충청남도 천안시,천안,"(36.9044669, 127.1126042)",No
CAB285001362,대영한아름아파트,36.90438228,127.11278112,2023-10-16,1362.0,34010,충청남도 천안시,천안,"(36.90438228, 127.11278112)",No
CAB285001363,왕림리,36.91604744,127.10286594,2023-10-16,1363.0,34010,충청남도 천안시,천안,"(36.91604744, 127.10286594)",No
CAB285001364,왕림리,36.91594399,127.10301219,2023-10-16,1364.0,34010,충청남도 천안시,천안,"(36.91594399, 127.10301219)",No
CAB285001365,왕림리(종점),36.9144512,127.0973567,2023-10-16,1365.0,34010,충청남도 천안시,천안,"(36.9144512, 127.0973567)",No
CAB285001366,왕림2리(각금),36.9259803,127.1028752,2023-10-16,1366.0,34010,충청남도 천안시,천안,"(36.9259803, 127.1028752)",No
CAB285001367,왕림2리(각금),36.92586554,127.10288138,2023-10-16,1367.0,34010,충청남도 천안시,천안,"(36.92586554, 127.10288138)",No
CAB285001368,왕림3리,36.9286817,127.08862187,2023-10-16,1368.0,34010,충청남도 천안시,천안,"(36.9286817, 127.08862187)",No
CAB285001369,왕림3리,36.92848652,127.08857525,2023-10-16,1369.0,34010,충청남도 천안시,천안,"(36.92848652, 127.08857525)",No
CAB285001370,신방초등학교,36.9283766,127.08577283,2023-10-16,1370.0,34010,충청남도 천안시,천안,"(36.9283766, 127.08577283)",No
CAB285001371,신방초등학교,36.9284345,127.0858538,2023-10-16,1371.0,34010,충청남도 천안시,천안,"(36.9284345, 127.0858538)",No
CAB285001372,신방1리,36.9312728,127.0803419,2023-10-16,1372.0,34010,충청남도 천안시,천안,"(36.9312728, 127.0803419)",No
CAB285001373,신방리(종점),36.9343674,127.08171593,2023-10-16,1373.0,34010,충청남도 천안시,천안,"(36.9343674, 127.08171593)",No
CAB285001374,신방1리,36.9311334,127.0804325,2023-10-16,1374.0,34010,충청남도 천안시,천안,"(36.9311334, 127.0804325)",No
CAB285001375,왕림2리,36.927665,127.0953627,2023-10-16,1375.0,34010,충청남도 천안시,천안,"(36.927665, 127.0953627)",No
CAB285001376,왕림2리,36.92747398,127.09534156,2023-10-16,1376.0,34010,충청남도 천안시,천안,"(36.92747398, 127.09534156)",No
CAB285001378,성환고등학교,36.92419198,127.11746936,2023-10-16,1378.0,34010,충청남도 천안시,천안,"(36.92419198, 127.11746936)",No
CAB285001379,성환고등학교,36.9243203,127.1175642,2023-10-16,1379.0,34010,충청남도 천안시,천안,"(36.9243203, 127.1175642)",No
CAB285001380,대홍저수지,36.9388217,127.1496587,2023-10-16,1380.0,34010,충청남도 천안시,천안,"(36.9388217, 127.1496587)",No
CAB285001381,수향리,36.9392027,127.1535538,2023-10-16,1381.0,34010,충청남도 천안시,천안,"(36.9392027, 127.1535538)",No
CAB285001382,수향리,36.9394734,127.1536256,2023-10-16,1382.0,34010,충청남도 천안시,천안,"(36.9394734, 127.1536256)",No
CAB285001383,가산리 입구,36.95126579,127.1717953,2023-10-16,1383.0,34010,충청남도 천안시,천안,"(36.95126579, 127.1717953)",No
CAB285001384,가산리 입구,36.9513799,127.1717705,2023-10-16,1384.0,34010,충청남도 천안시,천안,"(36.9513799, 127.1717705)",No
CAB285001386,청호4차아파트,36.87510532,127.13841197,2023-10-16,1386.0,34010,충청남도 천안시,천안,"(36.87510532, 127.13841197)",No
CAB285001387,부송2리,36.87663099,127.1305352,2023-10-16,1387.0,34010,충청남도 천안시,천안,"(36.87663099, 127.1305352)",No
CAB285001388,부송2리,36.87651741,127.13030396,2023-10-16,1388.0,34010,충청남도 천안시,천안,"(36.87651741, 127.13030396)",No
CAB285001389,청솔아파트,36.87723947,127.12857429,2023-10-16,1389.0,34010,충청남도 천안시,천안,"(36.87723947, 127.12857429)",No
CAB285001390,청솔아파트,36.8771969,127.1283693,2023-10-16,1390.0,34010,충청남도 천안시,천안,"(36.8771969, 127.1283693)",No
CAB285001393,양당초등학교,36.8778406,127.1153499,2023-10-16,1393.0,34010,충청남도 천안시,천안,"(36.8778406, 127.1153499)",No
CAB285001394,양당초등학교,36.8778905,127.1154675,2023-10-16,1394.0,34010,충청남도 천안시,천안,"(36.8778905, 127.1154675)",No
CAB285001395,양당초교입구,36.8780604,127.1206395,2023-10-16,1395.0,34010,충청남도 천안시,천안,"(36.8780604, 127.1206395)",No
CAB285001396,양당초교입구,36.87805645,127.12081151,2023-10-16,1396.0,34010,충청남도 천안시,천안,"(36.87805645, 127.12081151)",No
CAB285001397,홍익주유소,36.88038961,127.12244574,2023-10-16,1397.0,34010,충청남도 천안시,천안,"(36.88038961, 127.12244574)",No
CAB285001398,유원빌라,36.87522013,127.13473114,2023-10-16,1398.0,34010,충청남도 천안시,천안,"(36.87522013, 127.13473114)",No
CAB285001399,유원빌라,36.87513899,127.1343174,2023-10-16,1399.0,34010,충청남도 천안시,천안,"(36.87513899, 127.1343174)",No
CAB285001400,소우리,36.8699882,127.1713011,2023-10-16,1400.0,34010,충청남도 천안시,천안,"(36.8699882, 127.1713011)",No
CAB285001401,신월저수지,36.87209461,127.16070741,2023-10-16,1401.0,34010,충청남도 천안시,천안,"(36.87209461, 127.16070741)",No
CAB285001402,업성동입구,36.85948462,127.14257741,2023-10-16,1402.0,34010,충청남도 천안시,천안,"(36.85948462, 127.14257741)",No
CAB285001403,업성4통,36.8660071,127.1301154,2023-10-16,1403.0,34010,충청남도 천안시,천안,"(36.8660071, 127.1301154)",No
CAB285001405,밤개울,36.84159282,127.09789311,2023-10-16,1405.0,34010,충청남도 천안시,천안,"(36.84159282, 127.09789311)",No
CAB285001406,밤개울,36.8412534,127.09748867,2023-10-16,1406.0,34010,충청남도 천안시,천안,"(36.8412534, 127.09748867)",No
CAB285001412,휴대리배방농협,36.78079237,127.11351521,2023-10-16,1412.0,34010,충청남도 천안시,천안,"(36.78079237, 127.11351521)",No
CAB285001413,휴대2리,36.7778755,127.1073421,2023-10-16,1413.0,34010,충청남도 천안시,천안,"(36.7778755, 127.1073421)",No
CAB285001422,구룡2통,36.7665616,127.1382016,2023-10-16,1422.0,34010,충청남도 천안시,천안,"(36.7665616, 127.1382016)",No
CAB285001424,대덕1리,36.6954397,127.0919768,2023-10-16,1424.0,34010,충청남도 천안시,천안,"(36.6954397, 127.0919768)",No
CAB285001425,지장2리,36.67912466,127.07680408,2023-10-16,1425.0,34010,충청남도 천안시,천안,"(36.67912466, 127.07680408)",No
CAB285001426,지장2리,36.6730431,127.0729321,2023-10-16,1426.0,34010,충청남도 천안시,천안,"(36.6730431, 127.0729321)",No
CAB285001427,지장2리,36.67297315,127.07320611,2023-10-16,1427.0,34010,충청남도 천안시,천안,"(36.67297315, 127.07320611)",No
CAB285001428,보산원4리,36.68858291,127.08535114,2023-10-16,1428.0,34010,충청남도 천안시,천안,"(36.68858291, 127.08535114)",No
CAB285001429,전의읍내리(종점),36.6790322,127.208466,2023-10-16,1429.0,34010,충청남도 천안시,천안,"(36.6790322, 127.208466)",No
CAB285001433,미죽1리,36.7398706,127.1536038,2023-10-16,1433.0,34010,충청남도 천안시,천안,"(36.7398706, 127.1536038)",No
CAB285001434,미죽1리,36.7396329,127.1537046,2023-10-16,1434.0,34010,충청남도 천안시,천안,"(36.7396329, 127.1537046)",No
CAB285001435,목골,36.7394661,127.2217246,2023-10-16,1435.0,34010,충청남도 천안시,천안,"(36.7394661, 127.2217246)",No
CAB285001436,목골,36.7394213,127.2218592,2023-10-16,1436.0,34010,충청남도 천안시,천안,"(36.7394213, 127.2218592)",No
CAB285001437,대흥리,36.72846246,127.22858091,2023-10-16,1437.0,34010,충청남도 천안시,천안,"(36.72846246, 127.22858091)",No
CAB285001439,수신삼거리,36.729426,127.2796953,2023-10-16,1439.0,34010,충청남도 천안시,천안,"(36.729426, 127.2796953)",No
CAB285001440,수신삼거리,36.7293109,127.2798625,2023-10-16,1440.0,34010,충청남도 천안시,천안,"(36.7293109, 127.2798625)",No
CAB285001441,수신면,36.7313817,127.2873424,2023-10-16,1441.0,34010,충청남도 천안시,천안,"(36.7313817, 127.2873424)",No
CAB285001442,수신면,36.73129395,127.28719562,2023-10-16,1442.0,34010,충청남도 천안시,천안,"(36.73129395, 127.28719562)",No
CAB285001444,장송1리,36.7850679,127.3754241,2023-10-16,1444.0,34010,충청남도 천안시,천안,"(36.7850679, 127.3754241)",No
CAB285001445,바타니(종점),36.81459451,127.36395731,2023-10-16,1445.0,34010,충청남도 천안시,천안,"(36.81459451, 127.36395731)",No
CAB285001446,의관동,36.8173705,127.315817,2023-10-16,1446.0,34010,충청남도 천안시,천안,"(36.8173705, 127.315817)",No
CAB285001447,의관동,36.8173798,127.31603,2023-10-16,1447.0,34010,충청남도 천안시,천안,"(36.8173798, 127.31603)",No
CAB285001448,관성2리마을회관,36.82119345,127.32376924,2023-10-16,1448.0,34010,충청남도 천안시,천안,"(36.82119345, 127.32376924)",No
CAB285001449,관성3리회관,36.8106659,127.3326667,2023-10-16,1449.0,34010,충청남도 천안시,천안,"(36.8106659, 127.3326667)",No
CAB285001450,관성3리회관,36.81073133,127.33255574,2023-10-16,1450.0,34010,충청남도 천안시,천안,"(36.81073133, 127.33255574)",No
CAB285001451,관성리(종점),36.8171723,127.3408654,2023-10-16,1451.0,34010,충청남도 천안시,천안,"(36.8171723, 127.3408654)",No
CAB285001452,신촌(개미기),36.7743326,127.3024717,2023-10-16,1452.0,34010,충청남도 천안시,천안,"(36.7743326, 127.3024717)",No
CAB285001453,신촌(개미기),36.7742691,127.302203,2023-10-16,1453.0,34010,충청남도 천안시,천안,"(36.7742691, 127.302203)",No
CAB285001454,서원리(종점),36.7794123,127.2959891,2023-10-16,1454.0,34010,충청남도 천안시,천안,"(36.7794123, 127.2959891)",No
CAB285001455,곡대(종점),36.8793958,127.2943982,2023-10-16,1455.0,34010,충청남도 천안시,천안,"(36.8793958, 127.2943982)",No
CAB285001456,주성레이크빌아파트,36.910373,127.2504021,2023-10-16,1456.0,34010,충청남도 천안시,천안,"(36.910373, 127.2504021)",No
CAB285071611,동평1리입구,36.7718184,127.2343921,2023-10-16,71611.0,34010,충청남도 천안시,천안,"(36.7718184, 127.2343921)",No
CAB285071612,북천안자이포레스트,36.8680777,127.1972916,2023-10-16,71612.0,34010,충청남도 천안시,천안,"(36.8680777, 127.1972916)",No
CAB285071613,연곡2리 마을입구,36.9518838,127.1947757,2023-10-16,71613.0,34010,충청남도 천안시,천안,"(36.9518838, 127.1947757)",No
CAB285071615,거봉주유소,36.8778224,127.1871991,2023-10-16,71615.0,34010,충청남도 천안시,천안,"(36.8778224, 127.1871991)",No
CAB285071616,파크하임아파트,36.7629543,127.2653005,2023-10-16,71616.0,34010,충청남도 천안시,천안,"(36.7629543, 127.2653005)",No
CAB285071617,파크하임아파트,36.7629411,127.2654574,2023-10-16,71617.0,34010,충청남도 천안시,천안,"(36.7629411, 127.2654574)",No
CAB285071618,해수부락(종점),36.6684761,127.0259719,2023-10-16,71618.0,34010,충청남도 천안시,천안,"(36.6684761, 127.0259719)",No
CAB285071619,사현2리,36.6335632,127.1237095,2023-10-16,71619.0,34010,충청남도 천안시,천안,"(36.6335632, 127.1237095)",No
CAB285071620,판정교,36.9116156,127.1918053,2023-10-16,71620.0,34010,충청남도 천안시,천안,"(36.9116156, 127.1918053)",No
CAB285071621,판정교,36.9114975,127.19179,2023-10-16,71621.0,34010,충청남도 천안시,천안,"(36.9114975, 127.19179)",No
CAB285071622,첨단산업단지,36.88383,127.10995,2023-10-16,71622.0,34010,충청남도 천안시,천안,"(36.88383, 127.10995)",No
CAB285071623,다나힐요양병원,36.88451,127.10669,2023-10-16,71623.0,34010,충청남도 천안시,천안,"(36.88451, 127.10669)",No
CAB285071624,다나힐요양병원,36.88449,127.107505,2023-10-16,71624.0,34010,충청남도 천안시,천안,"(36.88449, 127.107505)",No
CAB285071625,천안아산역,36.793545,127.1038693,2023-10-16,71625.0,34010,충청남도 천안시,천안,"(36.793545, 127.1038693)",No
CAB285071626,시청앞사거리,36.815664,127.1085258,2023-10-16,1626.0,34010,충청남도 천안시,천안,"(36.815664, 127.1085258)",No
CAB285071627,시청앞사거리,36.816008,127.1085814,2023-10-16,71627.0,34010,충청남도 천안시,천안,"(36.816008, 127.1085814)",No
CAB285071628,호반센트로포레,36.8173127,127.1021233,2023-10-16,71628.0,34010,충청남도 천안시,천안,"(36.8173127, 127.1021233)",No
CAB285071629,린스트라우스,36.8170538,127.1015472,2023-10-16,71629.0,34010,충청남도 천안시,천안,"(36.8170538, 127.1015472)",No
CAB285071630,도전마을,36.7475672,127.1752675,2023-10-16,71630.0,34010,충청남도 천안시,천안,"(36.7475672, 127.1752675)",No
CAB285071631,도전마을,36.7478992,127.1747004,2023-10-16,71631.0,34010,충청남도 천안시,천안,"(36.7478992, 127.1747004)",No
CAB285071632,광덕쉼터,36.6748969,127.0528859,2023-10-16,71632.0,34010,충청남도 천안시,천안,"(36.6748969, 127.0528859)",No
CAB285071633,불당풍림아이원아파트,36.8005383,127.1083933,2023-10-16,71633.0,34010,충청남도 천안시,천안,"(36.8005383, 127.1083933)",No
CAB285071634,동면농협주유소,36.7754983,127.3450979,2023-10-16,71634.0,34010,충청남도 천안시,천안,"(36.7754983, 127.3450979)",No
CAB285071635,병천교회,36.7609473,127.3140809,2023-10-16,71635.0,34010,충청남도 천안시,천안,"(36.7609473, 127.3140809)",No
CAB285071636,병천교회,36.7611188,127.3142654,2023-10-16,71636.0,34010,충청남도 천안시,천안,"(36.7611188, 127.3142654)",No
CAB285071637,가송1리,36.7254438,127.1401091,2023-10-16,71637.0,34010,충청남도 천안시,천안,"(36.7254438, 127.1401091)",No
CAB285071638,가송2리마을회관,36.7345949,127.1404752,2023-10-16,71638.0,34010,충청남도 천안시,천안,"(36.7345949, 127.1404752)",No
CAB285071639,청당초등학교입구,36.781636,127.1530338,2023-10-16,71639.0,34010,충청남도 천안시,천안,"(36.781636, 127.1530338)",No
CAB285071640,송정2길,36.7386201,127.1423046,2023-10-16,71640.0,34010,충청남도 천안시,천안,"(36.7386201, 127.1423046)",No
CAB285071641,송정2길,36.7385654,127.142092,2023-10-16,71641.0,34010,충청남도 천안시,천안,"(36.7385654, 127.142092)",No
CAB285071642,수향교,36.9560931,127.1519822,2023-10-16,71642.0,34010,충청남도 천안시,천안,"(36.9560931, 127.1519822)",No
CAB285071643,천안세관,36.8232863,127.1441131,2023-10-16,71643.0,34010,충청남도 천안시,천안,"(36.8232863, 127.1441131)",No
CAB285071644,천안세관,36.8233082,127.1439,2023-10-16,71644.0,34010,충청남도 천안시,천안,"(36.8233082, 127.1439)",No
CAB285071645,성성교차로,36.8436075,127.1208984,2023-10-16,71645.0,34010,충청남도 천안시,천안,"(36.8436075, 127.1208984)",No
CAB285071646,성성교차로,36.8453024,127.1195384,2023-10-16,71646.0,34010,충청남도 천안시,천안,"(36.8453024, 127.1195384)",No
CAB285071647,병천중고등학교,36.7640607,127.3116129,2023-10-16,71647.0,34010,충청남도 천안시,천안,"(36.7640607, 127.3116129)",No
CAB285071648,가좌리,36.7342648,127.3669146,2023-10-16,71648.0,34010,충청남도 천안시,천안,"(36.7342648, 127.3669146)",No
CAB285071649,가좌리,36.734206,127.3666571,2023-10-16,71649.0,34010,충청남도 천안시,천안,"(36.734206, 127.3666571)",No
CAB285071650,용암마을,36.8009716,127.1208239,2023-10-16,71650.0,34010,충청남도 천안시,천안,"(36.8009716, 127.1208239)",No
CAB285071651,성성초등학교,36.8414202,127.1372683,2023-10-16,71651.0,34010,충청남도 천안시,천안,"(36.8414202, 127.1372683)",No
CAB285071652,성성초등학교,36.84178,127.135806,2023-10-16,71652.0,34010,충청남도 천안시,천안,"(36.84178, 127.135806)",No
CAB285071653,성성푸르지오2차아파트,36.8414091,127.1321944,2023-10-16,71653.0,34010,충청남도 천안시,천안,"(36.8414091, 127.1321944)",No
CAB285071654,성성3지구근린공원,36.8416671,127.1310828,2023-10-16,71654.0,34010,충청남도 천안시,천안,"(36.8416671, 127.1310828)",No
CAB285071655,성성자이아파트후문,36.8437959,127.1243206,2023-10-16,71655.0,34010,충청남도 천안시,천안,"(36.8437959, 127.1243206)",No
CAB285071656,신사2리경로회관,36.7488531,127.2408442,2023-10-16,71656.0,34010,충청남도 천안시,천안,"(36.7488531, 127.2408442)",No
CAB285071658,관성리보성농장,36.818553,127.3197665,2023-10-16,71658.0,34010,충청남도 천안시,천안,"(36.818553, 127.3197665)",No
CAB285071659,관성리보성농장,36.818643,127.3197046,2023-10-16,71659.0,34010,충청남도 천안시,천안,"(36.818643, 127.3197046)",No
CAB285071660,미죽리,36.7388077,127.1514401,2023-10-16,71660.0,34010,충청남도 천안시,천안,"(36.7388077, 127.1514401)",No
CAB285071661,미죽2리,36.7422863,127.157277,2023-10-16,71661.0,34010,충청남도 천안시,천안,"(36.7422863, 127.157277)",No
CAB285071662,가송2리,36.7347319,127.1434393,2023-10-16,71662.0,34010,충청남도 천안시,천안,"(36.7347319, 127.1434393)",No
CAB285071663,천안시종합사회복지관,36.781347,127.16339,2023-10-16,71663.0,34010,충청남도 천안시,천안,"(36.781347, 127.16339)",Yes
CAB285071664,버들아지,36.9202074,127.216072,2023-10-16,71664.0,34010,충청남도 천안시,천안,"(36.9202074, 127.216072)",No
CAB285071665,직산농협산지유통센터,36.8830271,127.144754,2023-10-16,71665.0,34010,충청남도 천안시,천안,"(36.8830271, 127.144754)",No
CAB285071666,구성동중앙신협,36.7968004,127.1595407,2023-10-16,71666.0,34010,충청남도 천안시,천안,"(36.7968004, 127.1595407)",Yes
CAB285071667,천안향교,36.8156797,127.172334,2023-10-16,71667.0,34010,충청남도 천안시,천안,"(36.8156797, 127.172334)",No
CAB285071669,제5산업단지입구,36.7382309,127.267924,2023-10-16,71669.0,34010,충청남도 천안시,천안,"(36.7382309, 127.267924)",No
CAB285071670,제5산업단지입구,36.7380015,127.2658301,2023-10-16,71670.0,34010,충청남도 천안시,천안,"(36.7380015, 127.2658301)",No
CAB285071671,의관동종점,36.8222647,127.3260651,2023-10-16,71671.0,34010,충청남도 천안시,천안,"(36.8222647, 127.3260651)",No
CAB285071672,천안교육지원청,36.8004692,127.1115156,2023-10-16,71672.0,34010,충청남도 천안시,천안,"(36.8004692, 127.1115156)",No
CAB285071673,마디손병원,36.8068961,127.1066872,2023-10-16,71673.0,34010,충청남도 천안시,천안,"(36.8068961, 127.1066872)",No
CAB285071674,불당중흥2차프라디움,36.7955275,127.1006813,2023-10-16,71674.0,34010,충청남도 천안시,천안,"(36.7955275, 127.1006813)",No
CAB285071675,신부경남아파트,36.8147815,127.1581179,2023-10-16,71675.0,34010,충청남도 천안시,천안,"(36.8147815, 127.1581179)",No
CAB285071676,우신주택,36.724576,127.1193576,2023-10-16,71676.0,34010,충청남도 천안시,천안,"(36.724576, 127.1193576)",No
CAB285071678,도예공방,36.9699037,127.2507437,2023-10-16,33499.0,34010,충청남도 천안시,천안,"(36.9699037, 127.2507437)",No
CAB285071680,농협안성물류단지,36.9688828,127.2496686,2023-10-16,34320.0,34010,충청남도 천안시,천안,"(36.9688828, 127.2496686)",No
CAB285071681,안궁1리,36.9581798,127.1422508,2023-10-16,71681.0,34010,충청남도 천안시,천안,"(36.9581798, 127.1422508)",No
CAB285071682,기로리 양달말,36.9126606,127.2414104,2023-10-16,71682.0,34010,충청남도 천안시,천안,"(36.9126606, 127.2414104)",No
CAB285071683,기로리 양달말,36.912494,127.2414614,2023-10-16,71683.0,34010,충청남도 천안시,천안,"(36.912494, 127.2414614)",No
CAB285071684,성남면행정복지센터,36.7422966,127.2367185,2023-10-16,71684.0,34010,충청남도 천안시,천안,"(36.7422966, 127.2367185)",No
CAB285071686,화물자동차매매단지,36.8027476,127.1675834,2023-10-16,71686.0,34010,충청남도 천안시,천안,"(36.8027476, 127.1675834)",No
CAB285071687,화물자동차매매단지,36.8022884,127.1677759,2023-10-16,71687.0,34010,충청남도 천안시,천안,"(36.8022884, 127.1677759)",No
CAB285071688,유량자동차매매단지,36.8076145,127.1720915,2023-10-16,71688.0,34010,충청남도 천안시,천안,"(36.8076145, 127.1720915)",No
CAB285071689,유량자동차매매단지,36.8073945,127.1723895,2023-10-16,71689.0,34010,충청남도 천안시,천안,"(36.8073945, 127.1723895)",No
CAB285071690,서흥1리경로당,36.8052843,127.2382765,2023-10-16,71690.0,34010,충청남도 천안시,천안,"(36.8052843, 127.2382765)",No
CAB285071691,덕전리 점말,36.8198077,127.2169793,2023-10-16,71691.0,34010,충청남도 천안시,천안,"(36.8198077, 127.2169793)",No
CAB285071692,덕전리 점말,36.8200287,127.2170457,2023-10-16,71692.0,34010,충청남도 천안시,천안,"(36.8200287, 127.2170457)",No
CAB285071693,유왕골,36.836823,127.207709,2023-10-16,71693.0,34010,충청남도 천안시,천안,"(36.836823, 127.207709)",No
CAB285071694,성남봉양진료소,36.7178785,127.2524114,2023-10-16,71694.0,34010,충청남도 천안시,천안,"(36.7178785, 127.2524114)",No
CAB285071695,만유감리교회,36.7203582,127.2505558,2023-10-16,71695.0,34010,충청남도 천안시,천안,"(36.7203582, 127.2505558)",No
CAB285071696,유왕골,36.8368088,127.2074399,2023-10-16,71696.0,34010,충청남도 천안시,천안,"(36.8368088, 127.2074399)",No
CAB285071697,성성자이아파트후문,36.8440033,127.1243364,2023-10-16,71697.0,34010,충청남도 천안시,천안,"(36.8440033, 127.1243364)",No
CAB285071698,성성푸르지오3차A,36.8413924,127.126811,2023-10-16,71698.0,34010,충청남도 천안시,천안,"(36.8413924, 127.126811)",No
CAB285071699,성성푸르지오3차A,36.8416628,127.1268097,2023-10-16,71699.0,34010,충청남도 천안시,천안,"(36.8416628, 127.1268097)",No
CAB285071700,유리교차로,36.9262832,127.2089836,2023-10-16,71700.0,34010,충청남도 천안시,천안,"(36.9262832, 127.2089836)",No
CAB285071701,소우리 크레아타운,36.8718622,127.1628836,2023-10-16,71701.0,34010,충청남도 천안시,천안,"(36.8718622, 127.1628836)",No
CAB285071702,소우리 크레아타운,36.8719704,127.1628831,2023-10-16,71702.0,34010,충청남도 천안시,천안,"(36.8719704, 127.1628831)",No
CAB285071703,충남테크노파크 번영관,36.8884132,127.1601253,2023-10-16,71703.0,34010,충청남도 천안시,천안,"(36.8884132, 127.1601253)",No
CAB285071704,가전1리경로당,36.7598687,127.2663015,2023-10-16,71704.0,34010,충청남도 천안시,천안,"(36.7598687, 127.2663015)",No
CAB285000361,상동2리,36.770277,127.2634809,2023-10-16,361.0,34010,충청남도 천안시,천안,"(36.770277, 127.2634809)",No
CAB285000363,화성3리,36.75490422,127.26420355,2023-10-16,363.0,34010,충청남도 천안시,천안,"(36.75490422, 127.26420355)",No
CAB285000364,화성3리,36.7524873,127.2658141,2023-10-16,364.0,34010,충청남도 천안시,천안,"(36.7524873, 127.2658141)",No
CAB285000365,화성1리,36.75042619,127.2629588,2023-10-16,365.0,34010,충청남도 천안시,천안,"(36.75042619, 127.2629588)",No
CAB285000366,화성2리(공달원),36.75066036,127.25986022,2023-10-16,366.0,34010,충청남도 천안시,천안,"(36.75066036, 127.25986022)",No
CAB285000367,화성2리,36.74941194,127.2571202,2023-10-16,367.0,34010,충청남도 천안시,천안,"(36.74941194, 127.2571202)",No
CAB285000368,화성2리,36.74950798,127.25700907,2023-10-16,368.0,34010,충청남도 천안시,천안,"(36.74950798, 127.25700907)",No
CAB285000369,화성2리,36.74733858,127.25237821,2023-10-16,369.0,34010,충청남도 천안시,천안,"(36.74733858, 127.25237821)",No
CAB285000370,대화1리(대초),36.73798295,127.24731741,2023-10-16,370.0,34010,충청남도 천안시,천안,"(36.73798295, 127.24731741)",No
CAB285000371,대화리,36.73484368,127.25278188,2023-10-16,371.0,34010,충청남도 천안시,천안,"(36.73484368, 127.25278188)",No
CAB285000372,천남중학교,36.7308549,127.2587703,2023-10-16,372.0,34010,충청남도 천안시,천안,"(36.7308549, 127.2587703)",No
CAB285000373,천남중학교,36.73086295,127.25908575,2023-10-16,373.0,34010,충청남도 천안시,천안,"(36.73086295, 127.25908575)",No
CAB285000374,봉양리입구,36.7271063,127.26164574,2023-10-16,374.0,34010,충청남도 천안시,천안,"(36.7271063, 127.26164574)",No
CAB285000375,봉양1리,36.70106447,127.26133919,2023-10-16,375.0,34010,충청남도 천안시,천안,"(36.70106447, 127.26133919)",No
CAB285000376,봉양2리,36.7195263,127.25466075,2023-10-16,376.0,34010,충청남도 천안시,천안,"(36.7195263, 127.25466075)",No
CAB285000377,신덕1리,36.72051544,127.24582091,2023-10-16,377.0,34010,충청남도 천안시,천안,"(36.72051544, 127.24582091)",No
CAB285000378,신덕3리,36.720686,127.2341506,2023-10-16,378.0,34010,충청남도 천안시,천안,"(36.720686, 127.2341506)",No
CAB285000379,신풍3리(신암),36.72772881,127.26502742,2023-10-16,379.0,34010,충청남도 천안시,천안,"(36.72772881, 127.26502742)",No
CAB285000380,신풍2리,36.72890159,127.27036591,2023-10-16,380.0,34010,충청남도 천안시,천안,"(36.72890159, 127.27036591)",No
CAB285000381,해정2리(대해),36.7284135,127.2733594,2023-10-16,381.0,34010,충청남도 천안시,천안,"(36.7284135, 127.2733594)",No
CAB285000382,신풍1리(감절),36.7393926,127.2719427,2023-10-16,382.0,34010,충청남도 천안시,천안,"(36.7393926, 127.2719427)",No
CAB285000383,해정1리,36.71976377,127.2774227,2023-10-16,383.0,34010,충청남도 천안시,천안,"(36.71976377, 127.2774227)",No
CAB285000385,백자4리,36.70505964,127.27375408,2023-10-16,385.0,34010,충청남도 천안시,천안,"(36.70505964, 127.27375408)",No
CAB285000386,백자3리,36.70223295,127.27606074,2023-10-16,386.0,34010,충청남도 천안시,천안,"(36.70223295, 127.27606074)",No
CAB285000387,백자2리(한버들),36.7084016,127.2739444,2023-10-16,387.0,34010,충청남도 천안시,천안,"(36.7084016, 127.2739444)",No
CAB285000388,백자1리,36.70771963,127.28404242,2023-10-16,388.0,34010,충청남도 천안시,천안,"(36.70771963, 127.28404242)",No
CAB285000389,발산리,36.7225546,127.28733908,2023-10-16,389.0,34010,충청남도 천안시,천안,"(36.7225546, 127.28733908)",No
CAB285000390,수신면행정복지센터,36.73091794,127.28149741,2023-10-16,390.0,34010,충청남도 천안시,천안,"(36.73091794, 127.28149741)",No
CAB285000391,수신초등학교,36.73273731,127.28400458,2023-10-16,391.0,34010,충청남도 천안시,천안,"(36.73273731, 127.28400458)",No
